id,y
0,70.48324924434046
1,67.61946925006296
2,66.09560683165971
3,67.92273253558137
4,75.27967653346478
5,76.39618573675749
6,67.83248986414557
7,69.70465858912549
8,72.93206915142973
9,78.82425912641942
10,68.27772527681677
11,73.93448696159138
12,69.42597551197254
13,73.43531719664777
14,58.74439195144729
15,99.3289070771579
16,72.90795158210938
17,71.84643777029554
18,67.39402381147609
19,67.23251316416501
20,68.78918726311456
21,74.93555970388847
22,74.29453035644896
23,71.99079649234268
24,67.00442891999599
25,68.34900834016021
26,58.178652394088786
27,71.7689953836499
28,62.79940402036488
29,69.33755705335875
30,63.220813049972776
31,69.95427147524292
32,68.22768999557597
33,72.9318016269802
34,73.46362585687145
35,67.69896685731354
36,72.72666252334686
37,66.79364928393557
38,62.418905516278016
39,71.5439740536382
40,72.96714086419479
41,70.57051357922269
42,73.10745641352567
43,75.67454788198371
44,71.26686986480156
45,66.99544385085612
46,65.43460395058678
47,71.97936753977004
48,77.73014770135475
49,65.28384885037036
50,71.32840533387007
51,71.3365218713477
52,66.4576150494508
53,79.16389400778306
54,72.94489639487526
55,72.93182257419394
56,65.2756271181336
57,78.2506891749464
58,67.69769980577041
59,61.66123152558945
60,59.64685485433596
61,66.33260604875919
62,64.94252138596865
63,69.62938930985425
64,65.34516871999868
65,65.93851061182004
66,72.9595617133526
67,74.61139165978771
68,67.2038952621282
69,72.93177860314056
70,73.20915150367384
71,78.71922609873408
72,67.03880598432967
73,66.77675082415264
74,62.8768901330191
75,71.85934822220835
76,73.10701663123662
77,61.346636680478404
78,79.91661265277003
79,78.77728812830824
80,64.86026373565952
81,70.43299936702695
82,72.9318886903736
83,73.02795146702898
84,66.7064430457134
85,68.92882028393099
86,62.785975555479084
87,72.46725983784225
88,76.96132043990181
89,82.97584655275045
90,72.93188661494003
91,64.57437648201368
92,77.5622995324891
93,69.28143624889886
94,65.85555756980409
95,72.93180898136154
96,67.33863789262378
97,66.04755601674002
98,66.68672690055818
99,72.71017648467551
100,71.26332920524052
101,76.95168501259832
102,72.93194713509835
103,70.18916747237158
104,78.81224032245879
105,65.31913656010136
106,66.53718576256354
107,68.2733908435214
108,78.4223004847929
109,67.51544913574632
110,70.43698327120798
111,78.822953699189
112,73.0831323557372
113,63.59084853990733
114,66.15684167297252
115,72.86189765711927
116,72.75449415221064
117,73.60799639599016
118,72.97813714226886
119,70.82896844602854
120,73.28561120693443
121,73.36575919168756
122,70.42128148651872
123,61.03031342949327
124,72.39386948776068
125,61.84393800327937
126,62.32598710215677
127,74.0905215192716
128,73.33633491188804
129,63.99764318421079
130,65.58958055453671
131,78.82309139330934
132,64.54423265745281
133,63.29294180675844
134,72.71573147560149
135,67.81943468522023
136,73.02597111429841
137,72.98414724496388
138,76.97415290416427
139,68.10645393311876
140,72.03083152705287
141,61.78185731835111
142,77.4951643993436
143,71.23469024434097
144,78.7573136405108
145,65.01759541399069
146,71.21512585282268
147,61.39342960355339
148,72.29232386674447
149,69.8052961604322
150,70.94433776245387
151,71.29179999488493
152,72.33017817313218
153,66.69614451030073
154,74.26162850302181
155,71.97152208456104
156,68.84726285419961
157,63.725278099160185
158,72.26277830439517
159,77.04070401196036
160,72.74210214052265
161,67.23484200845184
162,77.99602473830886
163,61.725791220764805
164,68.75216054843021
165,71.78475879259618
166,67.92466713050835
167,72.93215762466052
168,72.84836184342147
169,78.75928833059751
170,69.00387714350977
171,65.23596793082622
172,74.60537860656197
173,72.27724602388155
174,73.26296465295101
175,64.07284321690959
176,77.69401338215332
177,72.0996084366851
178,66.47277704316454
179,70.39954980292266
180,66.04888346344421
181,62.46952636466478
182,72.8878875353505
